"n","method","p","l","int_effect","mode","strategy","beta","d"
100,"polynomial",1,0.5,0.1,"GCVc","avg","min",1
100,"rbf",1,0.5,0.1,"GCVc","avg","min",1
100,"polynomial",2,1,0.1,"GCVc","avg","min",1
100,"rbf",2,1,0.1,"GCVc","avg","min",1
100,"polynomial",3,1.5,0.1,"GCVc","avg","min",1
100,"rbf",3,1.5,0.1,"GCVc","avg","min",1
100,"polynomial",1,0.5,0.15,"GCVc","avg","min",1
100,"rbf",1,0.5,0.15,"GCVc","avg","min",1
100,"polynomial",2,1,0.15,"GCVc","avg","min",1
100,"rbf",2,1,0.15,"GCVc","avg","min",1
100,"polynomial",3,1.5,0.15,"GCVc","avg","min",1
100,"rbf",3,1.5,0.15,"GCVc","avg","min",1
100,"polynomial",1,0.5,0.2,"GCVc","avg","min",1
100,"rbf",1,0.5,0.2,"GCVc","avg","min",1
100,"polynomial",2,1,0.2,"GCVc","avg","min",1
100,"rbf",2,1,0.2,"GCVc","avg","min",1
100,"polynomial",3,1.5,0.2,"GCVc","avg","min",1
100,"rbf",3,1.5,0.2,"GCVc","avg","min",1
100,"polynomial",1,0.5,0.25,"GCVc","avg","min",1
100,"rbf",1,0.5,0.25,"GCVc","avg","min",1
100,"polynomial",2,1,0.25,"GCVc","avg","min",1
100,"rbf",2,1,0.25,"GCVc","avg","min",1
100,"polynomial",3,1.5,0.25,"GCVc","avg","min",1
100,"rbf",3,1.5,0.25,"GCVc","avg","min",1
100,"polynomial",1,0.5,0.3,"GCVc","avg","min",1
100,"rbf",1,0.5,0.3,"GCVc","avg","min",1
100,"polynomial",2,1,0.3,"GCVc","avg","min",1
100,"rbf",2,1,0.3,"GCVc","avg","min",1
100,"polynomial",3,1.5,0.3,"GCVc","avg","min",1
100,"rbf",3,1.5,0.3,"GCVc","avg","min",1
100,"polynomial",1,0.5,0.4,"GCVc","avg","min",1
100,"rbf",1,0.5,0.4,"GCVc","avg","min",1
100,"polynomial",2,1,0.4,"GCVc","avg","min",1
100,"rbf",2,1,0.4,"GCVc","avg","min",1
100,"polynomial",3,1.5,0.4,"GCVc","avg","min",1
100,"rbf",3,1.5,0.4,"GCVc","avg","min",1
100,"polynomial",1,0.5,0.5,"GCVc","avg","min",1
100,"rbf",1,0.5,0.5,"GCVc","avg","min",1
100,"polynomial",2,1,0.5,"GCVc","avg","min",1
100,"rbf",2,1,0.5,"GCVc","avg","min",1
100,"polynomial",3,1.5,0.5,"GCVc","avg","min",1
100,"rbf",3,1.5,0.5,"GCVc","avg","min",1
100,"polynomial",1,0.5,0.6,"GCVc","avg","min",1
100,"rbf",1,0.5,0.6,"GCVc","avg","min",1
100,"polynomial",2,1,0.6,"GCVc","avg","min",1
100,"rbf",2,1,0.6,"GCVc","avg","min",1
100,"polynomial",3,1.5,0.6,"GCVc","avg","min",1
100,"rbf",3,1.5,0.6,"GCVc","avg","min",1
100,"polynomial",1,0.5,0.7,"GCVc","avg","min",1
100,"rbf",1,0.5,0.7,"GCVc","avg","min",1
100,"polynomial",2,1,0.7,"GCVc","avg","min",1
100,"rbf",2,1,0.7,"GCVc","avg","min",1
100,"polynomial",3,1.5,0.7,"GCVc","avg","min",1
100,"rbf",3,1.5,0.7,"GCVc","avg","min",1
100,"polynomial",1,0.5,0.8,"GCVc","avg","min",1
100,"rbf",1,0.5,0.8,"GCVc","avg","min",1
100,"polynomial",2,1,0.8,"GCVc","avg","min",1
100,"rbf",2,1,0.8,"GCVc","avg","min",1
100,"polynomial",3,1.5,0.8,"GCVc","avg","min",1
100,"rbf",3,1.5,0.8,"GCVc","avg","min",1
100,"polynomial",1,0.5,0.9,"GCVc","avg","min",1
100,"rbf",1,0.5,0.9,"GCVc","avg","min",1
100,"polynomial",2,1,0.9,"GCVc","avg","min",1
100,"rbf",2,1,0.9,"GCVc","avg","min",1
100,"polynomial",3,1.5,0.9,"GCVc","avg","min",1
100,"rbf",3,1.5,0.9,"GCVc","avg","min",1
100,"polynomial",1,0.5,1,"GCVc","avg","min",1
100,"rbf",1,0.5,1,"GCVc","avg","min",1
100,"polynomial",2,1,1,"GCVc","avg","min",1
100,"rbf",2,1,1,"GCVc","avg","min",1
100,"polynomial",3,1.5,1,"GCVc","avg","min",1
100,"rbf",3,1.5,1,"GCVc","avg","min",1
100,"polynomial",1,0.5,0,"gmpml","avg","min",1
100,"rbf",1,0.5,0,"gmpml","avg","min",1
100,"polynomial",2,1,0,"gmpml","avg","min",1
100,"rbf",2,1,0,"gmpml","avg","min",1
100,"polynomial",3,1.5,0,"gmpml","avg","min",1
100,"rbf",3,1.5,0,"gmpml","avg","min",1
100,"polynomial",1,0.5,0.05,"gmpml","avg","min",1
100,"rbf",1,0.5,0.05,"gmpml","avg","min",1
100,"polynomial",2,1,0.05,"gmpml","avg","min",1
100,"rbf",2,1,0.05,"gmpml","avg","min",1
100,"polynomial",3,1.5,0.05,"gmpml","avg","min",1
100,"rbf",3,1.5,0.05,"gmpml","avg","min",1
100,"polynomial",1,0.5,0.1,"gmpml","avg","min",1
100,"rbf",1,0.5,0.1,"gmpml","avg","min",1
100,"polynomial",2,1,0.1,"gmpml","avg","min",1
100,"rbf",2,1,0.1,"gmpml","avg","min",1
100,"polynomial",3,1.5,0.1,"gmpml","avg","min",1
100,"rbf",3,1.5,0.1,"gmpml","avg","min",1
100,"polynomial",1,0.5,0.15,"gmpml","avg","min",1
100,"rbf",1,0.5,0.15,"gmpml","avg","min",1
100,"polynomial",2,1,0.15,"gmpml","avg","min",1
100,"rbf",2,1,0.15,"gmpml","avg","min",1
100,"polynomial",3,1.5,0.15,"gmpml","avg","min",1
100,"rbf",3,1.5,0.15,"gmpml","avg","min",1
100,"polynomial",1,0.5,0.2,"gmpml","avg","min",1
100,"rbf",1,0.5,0.2,"gmpml","avg","min",1
100,"polynomial",2,1,0.2,"gmpml","avg","min",1
100,"rbf",2,1,0.2,"gmpml","avg","min",1
100,"polynomial",3,1.5,0.2,"gmpml","avg","min",1
100,"rbf",3,1.5,0.2,"gmpml","avg","min",1
100,"polynomial",1,0.5,0.25,"gmpml","avg","min",1
100,"rbf",1,0.5,0.25,"gmpml","avg","min",1
100,"polynomial",2,1,0.25,"gmpml","avg","min",1
100,"rbf",2,1,0.25,"gmpml","avg","min",1
100,"polynomial",3,1.5,0.25,"gmpml","avg","min",1
100,"rbf",3,1.5,0.25,"gmpml","avg","min",1
100,"polynomial",1,0.5,0.3,"gmpml","avg","min",1
100,"rbf",1,0.5,0.3,"gmpml","avg","min",1
100,"polynomial",2,1,0.3,"gmpml","avg","min",1
100,"rbf",2,1,0.3,"gmpml","avg","min",1
100,"polynomial",3,1.5,0.3,"gmpml","avg","min",1
100,"rbf",3,1.5,0.3,"gmpml","avg","min",1
100,"polynomial",1,0.5,0.4,"gmpml","avg","min",1
100,"rbf",1,0.5,0.4,"gmpml","avg","min",1
100,"polynomial",2,1,0.4,"gmpml","avg","min",1
100,"rbf",2,1,0.4,"gmpml","avg","min",1
100,"polynomial",3,1.5,0.4,"gmpml","avg","min",1
100,"rbf",3,1.5,0.4,"gmpml","avg","min",1
100,"polynomial",1,0.5,0.5,"gmpml","avg","min",1
100,"rbf",1,0.5,0.5,"gmpml","avg","min",1
100,"polynomial",2,1,0.5,"gmpml","avg","min",1
100,"rbf",2,1,0.5,"gmpml","avg","min",1
100,"polynomial",3,1.5,0.5,"gmpml","avg","min",1
100,"rbf",3,1.5,0.5,"gmpml","avg","min",1
100,"polynomial",1,0.5,0.6,"gmpml","avg","min",1
100,"rbf",1,0.5,0.6,"gmpml","avg","min",1
100,"polynomial",2,1,0.6,"gmpml","avg","min",1
100,"rbf",2,1,0.6,"gmpml","avg","min",1
100,"polynomial",3,1.5,0.6,"gmpml","avg","min",1
100,"rbf",3,1.5,0.6,"gmpml","avg","min",1
100,"polynomial",1,0.5,0.7,"gmpml","avg","min",1
100,"rbf",1,0.5,0.7,"gmpml","avg","min",1
100,"polynomial",2,1,0.7,"gmpml","avg","min",1
